铁水质量,铁水温度,w_C,w_Si,w_Mn,w_P,w_S,w_V,w_Ti,废钢,供氧流量,底吹氩,碱度,MgO目标,终点碳目标,终点温度目标,枪位高度,喷嘴直径,喷嘴夹角,熔池深度,终点C_actual,终点T_actual,终点FeO_actual,终点O_actual_ppm,出钢量_actual,终点P_actual,终点Mn_actual,实际石灰kg,实际白云石kg,实际烧结矿kg,实际耗氧量Nm3,吹炼时长s,炉龄
170.0,1276,4.48,0.34,0.19,0.117,0.01,0.0,0.0,17.0,850,11.5,3.0,8.0,0.04,1650,1.5,0.05,12.0,1.8,0.0388,1655.0,,,181.7,0.0091,,4827,1752,,8831,,
